"Model","Duration","Dose","Dataset","Platform","Gene","Value","Value.adj","High Quality"
"Hepg2","","","E-MTAB-4570","MicroArray","FGG","1.119","5.054","True"
"Myeloma.Cma03","","","GSE39685","MicroArray","TTC39C","1.136","5.053","False"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","FUOM","-0.285","-5.052","False"
"Hcc1428","4d","","GSE54329","MicroArray","CCDC126","0.837","5.051","True"
"Ovarian Cancer","","","GSE20272","MicroArray","IGF1R","-0.939","-5.051","True"
"Ovarian Cancer","","","GSE20272","MicroArray","OGDH","-0.939","-5.051","True"
"Macrophage","","","GSE123603","RNASeq","SECTM1","0.849","5.050","True"
"Hepg2","","","E-MTAB-4570","MicroArray","SLC6A4","-1.118","-5.050","True"
"Macrophage","","","GSE8515","MicroArray","TAF7","-0.696","-5.050","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","GDPD3","-1.545","-5.050","True"
"Zr751","5d","","GSE54329","MicroArray","SMARCD3","1.160","5.049","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","OPTC","0.939","5.048","False"
"Zr751","5d","","GSE54329","MicroArray","APOBEC3B","-1.160","-5.047","True"
"Mcf7","5d","","GSE54329","MicroArray","NT5C2","0.851","5.045","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GTPBP4","0.714","5.045","False"
"Zr751","4d","","GSE54329","MicroArray","ARRDC3","0.862","5.044","True"
"Macrophage","","","GSE8515","MicroArray","MYC","0.695","5.044","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","KIF1A","-2.335","-5.044","False"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","SLC38A2","-0.718","-5.043","False"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","ADRA2A","0.859","5.043","True"
"Mcf7","4d","","GSE54329","MicroArray","COX8A","-6.749","-5.043","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","CCL2","-0.284","-5.040","False"
"Mcf7","5d","","GSE54329","MicroArray","TGM6","-0.850","-5.040","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","CMAHP","1.767","5.040","True"
"T47D","5d","","GSE54329","MicroArray","SELENOW","1.185","5.039","True"
"T Cd4","3d","","GSE65621","RNASeq","LRRN3","-0.968","-5.039","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","PSMB10","0.969","5.039","False"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","C7orf31","-1.705","-5.038","True"
"Macrophage","","","GSE123603","RNASeq","EPB41L3","0.847","5.037","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","THBS2","-2.332","-5.036","False"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","TAMALIN","-3.207","-5.036","False"
"Prostate Fibroblast","","","GSE68164","MicroArray","OLFML2A","1.125","5.034","False"
"Bt483","6d","","GSE54329","MicroArray","SERPINA1","1.503","5.033","True"
"Zr751","6d","","GSE54329","MicroArray","ATP6V1G1","-3.262","-5.033","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","ALDH1L2","-1.382","-5.033","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","RUNDC3B","1.124","5.032","False"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","BBOX1","-1.703","-5.031","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","S100A3","2.330","5.031","True"
"Bt474","5d","","GSE54329","MicroArray","SAT1","0.856","5.031","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","SHCBP1","-1.553","-5.030","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","SECTM1","1.702","5.029","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","PSMC3IP","-1.763","-5.029","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","ACVR1B","1.702","5.029","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","FRMD6","1.058","5.028","True"
"Mcf7","4d","","GSE54329","MicroArray","SULF2","-6.727","-5.026","True"
"Hep3B","","","E-MTAB-4570","MicroArray","TGM2","1.040","5.026","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","WFDC2","1.570","5.026","True"
"Bt474","5d","","GSE54329","MicroArray","PLA2G2A","-0.855","-5.026","True"
"Zr751","5d","","GSE54329","MicroArray","FREM2","-1.155","-5.025","True"
"Mcf7","5d","","GSE54329","MicroArray","PLLP","-0.848","-5.025","True"
"Hepg2","","","E-MTAB-4570","MicroArray","SOCS3","1.113","5.025","True"
"Huh7","","","E-MTAB-4570","MicroArray","ADAMTS12","-1.278","-5.024","True"
"Mcf7","6d","","GSE54329","MicroArray","EGLN3","0.836","5.023","True"
"Ovarian Cancer","","","GSE20272","MicroArray","C3orf80","0.934","5.022","True"
"Hmec1","","","GSE19082","MicroArray","BCL6","0.426","5.021","True"
"Bt474","5d","","GSE54329","MicroArray","DLX3","-0.854","-5.021","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","SYCP2","-0.966","-5.019","False"
"Hcc1428","5d","","GSE54329","MicroArray","S100A7","0.901","5.019","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","RAP1GAP2","-3.195","-5.018","False"
"Bt483","4d","","GSE54329","MicroArray","ITPRIPL2","2.753","5.018","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","S100A9","1.549","5.016","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","HAUS4","-0.283","-5.016","False"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","RPL3","-0.685","-5.016","False"
"Mcf7","4d","","GSE54329","MicroArray","PFDN5","-6.713","-5.016","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","KCNF1","0.909","5.015","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","GINS2","-1.548","-5.015","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","COX7A1","1.377","5.015","True"
"Zr751","5d","","GSE54329","MicroArray","NMI","1.152","5.014","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","RPS9","-0.684","-5.014","False"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","ASF1B","-1.534","-5.014","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","RPL3","-0.713","-5.014","False"
"Efm19","4d","","GSE54329","MicroArray","C1RL","0.704","5.013","True"
"Efm19","4d","","GSE54329","MicroArray","CRIPT","0.703","5.011","True"
"Bt474","5d","","GSE54329","MicroArray","EDN1","0.853","5.011","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","RSPO1","-1.119","-5.011","False"
"Huh7","","","E-MTAB-4570","MicroArray","NR4A2","-1.274","-5.009","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","UBE2T","-1.756","-5.009","True"
"Ovarian Cancer","","","GSE20272","MicroArray","ICAM1","-0.931","-5.009","True"
"Bt483","4d","","GSE54329","MicroArray","CKB","2.748","5.008","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","CHEK1","-1.756","-5.008","True"
"T47D","5d","","GSE54329","MicroArray","MLF2","1.177","5.005","True"
"Bt474","6d","","GSE54329","MicroArray","SLC7A2","0.952","5.005","True"
"T47D","4d","","GSE54329","MicroArray","BUB1","-1.602","-5.005","True"
"Mcf7","4d","","GSE54329","MicroArray","PHPT1","-6.699","-5.005","True"
"Hcc1428","4d","","GSE54329","MicroArray","SERPINI1","-0.829","-5.005","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","SPINK13","-1.754","-5.004","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","CCNB2","-1.545","-5.004","True"
"Hcc1428","4d","","GSE54329","MicroArray","KYNU","0.829","5.004","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","FREM2","-1.808","-5.003","True"
"T Cd4","3d","","GSE65621","RNASeq","SFN","0.961","5.003","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HSD17B13","-1.544","-5.002","True"
"Bt483","6d","","GSE54329","MicroArray","CD74","1.494","5.001","True"
"Bt474","6d","","GSE54329","MicroArray","PABPC1L","0.951","5.001","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","ATAD2","-1.544","-5.001","True"
"Zr751","5d","","GSE54329","MicroArray","NTN4","1.149","5.000","True"
"Ovarian Cancer","","","GSE20272","MicroArray","UBXN7","-0.930","-5.000","True"
"Efm19","6d","","GSE54329","MicroArray","ARL9","0.784","4.999","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","LAP3","0.707","4.998","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","MND1","-1.807","-4.998","True"
"Mcf7","6d","","GSE54329","MicroArray","KDM2B","-0.832","-4.998","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","TXLNB","-1.009","-4.998","True"
"Hcc1428","5d","","GSE54329","MicroArray","SCRIB","0.898","4.998","True"
"Mcf7","4d","","GSE54329","MicroArray","YWHAZ","-6.688","-4.997","True"
"Efm19","4d","","GSE54329","MicroArray","NNMT","0.701","4.997","True"
"Bt483","5d","","GSE54329","MicroArray","UGDH","1.588","4.995","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","JUND","-3.180","-4.995","False"
"Bt474","5d","","GSE54329","MicroArray","PGM2L1","0.849","4.993","True"
"Bt474","4d","","GSE54329","MicroArray","HSD17B4","0.856","4.992","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","RPS17","-0.706","-4.992","False"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","LIPA","0.958","4.991","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GALNS","0.928","4.991","False"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","MED6","-0.850","-4.989","True"
"Bt474","6d","","GSE54329","MicroArray","B3GNT4","-0.949","-4.987","True"
"T47D","6d","","GSE54329","MicroArray","TEX14","-0.803","-4.987","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","GCLC","1.049","4.986","True"
"Mcf7","5d","","GSE54329","MicroArray","OSBP","0.841","4.986","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","BIRC5","0.927","4.986","False"
"Bt474","4d","","GSE54329","MicroArray","EDN1","0.855","4.986","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","TRMT5","0.949","4.985","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","BIRC3","1.802","4.985","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","RPS24","-0.680","-4.985","False"
"Mda-Mb415","6d","","GSE54329","MicroArray","KRT86","-1.557","-4.984","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","GADD45G","1.557","4.984","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","CYP2B7P","-1.557","-4.983","True"
"T47D","4d","","GSE54329","MicroArray","TRAPPC13","-1.594","-4.981","True"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","ALDH1A3","2.651","4.981","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","LTK","0.926","4.981","False"
"T47D","5d","","GSE54329","MicroArray","QSOX1","1.171","4.980","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","COX4I1","-0.705","-4.980","False"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","PGAP4","-2.651","-4.980","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","CDC6","-1.745","-4.979","True"
"Hmec1","","","GSE19082","MicroArray","RRM2","-0.422","-4.979","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","C1orf189","0.281","4.978","False"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","MSMO1","0.956","4.978","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","MYBL1","-1.537","-4.978","True"
"Hep3B","","","E-MTAB-4570","MicroArray","CGA","-1.030","-4.978","True"
"Mcf7","5d","","GSE54329","MicroArray","TARS3","0.840","4.977","True"
"Hcc1428","4d","","GSE54329","MicroArray","TAP1","0.825","4.977","True"
"Bt474","5d","","GSE54329","MicroArray","S100A7","0.847","4.976","True"
"T47D","6d","","GSE54329","MicroArray","SRARP","-0.801","-4.976","True"
"Zr751","5d","","GSE54329","MicroArray","HLA-DMA","1.143","4.976","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","CAV1","-1.555","-4.976","True"
"Bt474","5d","","GSE54329","MicroArray","TNFRSF21","0.846","4.975","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","ASS1","1.554","4.975","True"
"Hcc1428","4d","","GSE54329","MicroArray","KCNJ11","-0.824","-4.974","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","PDZK1IP1","0.957","4.974","False"
"Macrophage","","","GSE123603","RNASeq","CCL22","-0.836","-4.973","True"
"Bt483","5d","","GSE54329","MicroArray","KMO","1.581","4.973","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","VRK1","-1.743","-4.973","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","RMI2","-1.743","-4.972","True"
"Bt474","4d","","GSE54329","MicroArray","RNF128","-0.853","-4.971","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","XKRX","-1.682","-4.971","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","FAM111B","-1.797","-4.970","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","TXNRD1","0.703","4.970","False"
"Mcf7","4d","","GSE54329","MicroArray","NDUFB9","-6.651","-4.970","True"
"Zr751","5d","","GSE54329","MicroArray","LGALS3BP","1.142","4.970","True"
"Hcc1428","6d","","GSE54329","MicroArray","S100A7","0.966","4.969","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","EGR1","-1.364","-4.969","True"
"Zr751","5d","","GSE54329","MicroArray","ABHD17C","-1.141","-4.968","True"
"Bt483","6d","","GSE54329","MicroArray","GCLC","1.484","4.968","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","ART3","-1.681","-4.968","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","SYBU","-1.364","-4.967","True"
"Dendritic","12h","","GSE45466","MicroArray","OLR1","-0.408","-4.966","False"
"T47D","5d","","GSE54329","MicroArray","TADA3","1.167","4.966","True"
"Mcf7","4d","","GSE54329","MicroArray","VAMP8","-6.646","-4.966","True"
"Hepg2","","","E-MTAB-4570","MicroArray","ENPP3","-1.100","-4.965","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","CLDN1","-0.280","-4.965","False"
"Myeloma.Cma03","","","GSE39685","MicroArray","ENPP2","1.116","4.964","False"
"Huh7","","","E-MTAB-4570","MicroArray","GCNT4","-1.262","-4.964","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","COX5B","-0.678","-4.964","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","CENPU","-1.794","-4.963","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HOXC4","-1.551","-4.962","True"
"Efm19","6d","","GSE54329","MicroArray","KLHL7","0.778","4.962","True"
"T47D","5d","","GSE54329","MicroArray","EPHX1","1.166","4.962","True"
"Huh7","","","E-MTAB-4570","MicroArray","BMP2","-1.262","-4.962","True"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","FOS","2.641","4.961","False"
"Bt483","5d","","GSE54329","MicroArray","CYP1B1","1.577","4.960","True"
"T47D","4d","","GSE54329","MicroArray","FAM111B","-1.587","-4.960","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","FRMD3","0.684","4.960","True"
"Bt474","5d","","GSE54329","MicroArray","BACE2","0.844","4.959","True"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","RAB17","-0.952","-4.956","False"
"Macrophage","","","GSE123603","RNASeq","S100A9","0.833","4.956","True"
"Macrophage","","","GSE123603","RNASeq","TSPAN32","-0.833","-4.955","True"
"Bt474","6d","","GSE54329","MicroArray","IGFBP2","-0.943","-4.955","True"
"Mcf7","5d","","GSE54329","MicroArray","LINC00337","0.836","4.954","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","BTN3A2","3.154","4.954","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","CRYAB","1.360","4.954","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","CEP55","-1.548","-4.953","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","RPRML","-0.683","-4.953","True"
"T Cd4","3d","","GSE65621","RNASeq","LAG3","0.951","4.952","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","CPVL","-1.359","-4.950","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","PMP22","1.789","4.949","True"
"T47D","6d","","GSE54329","MicroArray","SLFN12","0.797","4.947","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","IFITM3","0.896","4.946","True"
"Mcf7","6d","","GSE54329","MicroArray","ADM5","-0.823","-4.945","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","ID3","-1.105","-4.944","False"
"Hcc1428","4d","","GSE54329","MicroArray","PIP4P2","-0.819","-4.944","True"
"Mcf7","4d","","GSE54329","MicroArray","GDF15","-6.617","-4.944","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","TNC","1.786","4.942","True"
"Bt474","4d","","GSE54329","MicroArray","CCDC110","-0.848","-4.941","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GALNT12","1.104","4.941","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","MTFR2","-1.525","-4.940","True"
"Zr751","4d","","GSE54329","MicroArray","DSP","0.844","4.939","True"
"T47D","4d","","GSE54329","MicroArray","RAP2C","-1.580","-4.939","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","CNTFR","0.278","4.939","False"
"Hcc1428","4d","","GSE54329","MicroArray","PLAAT4","0.818","4.937","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","ADORA2B","0.681","4.937","True"
"Hep3B","","","E-MTAB-4570","MicroArray","LGMN","1.021","4.935","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","CLCA4","1.354","4.932","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","ADM","1.729","4.931","True"
"Efm19","6d","","GSE54329","MicroArray","VLDLR","0.773","4.930","True"
"Hepg2","","","E-MTAB-4570","MicroArray","ACSM3","-1.092","-4.930","True"
"Bt483","5d","","GSE54329","MicroArray","RBM47","1.567","4.930","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HGD","1.522","4.929","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","TGFBI","1.353","4.928","True"
"T47D","6d","","GSE54329","MicroArray","RAB27A","0.793","4.928","True"
"Bt474","5d","","GSE54329","MicroArray","PMAIP1","0.838","4.927","True"
"Mcf7","4d","","GSE54329","MicroArray","PPA1","-6.594","-4.927","True"
"Hepg2","","","E-MTAB-4570","MicroArray","SKP2","-1.091","-4.926","True"
"T Cd4","3d","","GSE65621","RNASeq","GBP5","-0.946","-4.926","True"
"Ovarian Cancer","","","GSE20272","MicroArray","SRSF4","-0.916","-4.926","True"
"Zr751","5d","","GSE54329","MicroArray","CD74","1.131","4.924","True"
"T47D","4d","","GSE54329","MicroArray","MKX","-1.576","-4.924","True"
"Efm19","6d","","GSE54329","MicroArray","C16orf89","-0.772","-4.923","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","GHR","-0.679","-4.923","True"
"Hepg2","","","E-MTAB-4570","MicroArray","FGA","1.090","4.921","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","PSMB8","1.505","4.920","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","RPS27A","-0.700","-4.920","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","MCM7","-1.725","-4.920","True"
"Mcf7","4d","","GSE54329","MicroArray","UBB","-6.584","-4.919","True"
"Mcf7","4d","","GSE54329","MicroArray","SRP14","-6.584","-4.919","True"
"Macrophage","","","GSE123603","RNASeq","ALOX5AP","-0.827","-4.918","True"
"Efm19","4d","","GSE54329","MicroArray","HEY2","-0.690","-4.918","True"
"Zr751","4d","","GSE54329","MicroArray","TNFRSF11A","0.840","4.917","True"
"Hepg2","","","E-MTAB-4570","MicroArray","SLCO1B3","-1.089","-4.916","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","BIRC3","1.536","4.915","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","RPLP2","-0.696","-4.915","False"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","SECTM1","0.678","4.915","True"
"Mcf7","4d","","GSE54329","MicroArray","ALDOA","-6.578","-4.915","True"
"Hepg2","1h","20ng/mL","GSE14632","MicroArray","SOCS1","0.452","4.914","True"
"Zr751","4d","","GSE54329","MicroArray","SIK1","0.840","4.914","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","CDH3","1.517","4.914","True"
"Hepg2","","","E-MTAB-4570","MicroArray","LIFR","-1.088","-4.913","True"
"Mcf7","6d","","GSE54329","MicroArray","PCSK2","-0.818","-4.913","True"
"Bt474","4d","","GSE54329","MicroArray","PDLIM5","0.843","4.912","True"
"Dendritic","12h","","GSE45466","MicroArray","ARL16","0.404","4.911","False"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","FGL1","-0.935","-4.911","False"
"Huh7","","","E-MTAB-4570","MicroArray","PDE3A","-1.249","-4.910","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","BCHE","1.348","4.910","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","CDKN3","-1.516","-4.910","True"
"Mcf7","4d","","GSE54329","MicroArray","TXN","-6.571","-4.910","True"
"Efm19","6d","","GSE54329","MicroArray","ERRFI1","0.770","4.909","True"
"Hep3B","","","E-MTAB-4570","MicroArray","IFNGR1","1.015","4.908","True"
"Huh7","","","E-MTAB-4570","MicroArray","DUSP5","-1.248","-4.907","True"
"Hep3B","","","E-MTAB-4570","MicroArray","SESN3","-1.015","-4.907","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","MARVELD3","-2.272","-4.907","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","ITGA6","-0.944","-4.906","False"
"Zr751","5d","","GSE54329","MicroArray","NFKBIZ","1.127","4.906","True"
"Bt474","6d","","GSE54329","MicroArray","AKR1B10","0.933","4.906","True"
"Dendritic","12h","","GSE45466","MicroArray","FUCA1","-0.403","-4.905","False"
"Mda-Mb415","4d","","GSE54329","MicroArray","CDCA7","-0.943","-4.902","False"
"Zr751","5d","","GSE54329","MicroArray","BPIFA2","-1.126","-4.902","True"
"Bt474","4d","","GSE54329","MicroArray","LXN","0.841","4.902","True"
"Bt474","5d","","GSE54329","MicroArray","SMAGP","-0.834","-4.901","True"
"Bt483","4d","","GSE54329","MicroArray","HMG20B","2.689","4.901","False"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","BATF","2.269","4.901","False"
"Ovarian Cancer","","","GSE20272","MicroArray","DNASE2","-0.911","-4.900","True"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","RTN3","-0.941","-4.900","False"
"Zr751","6d","","GSE54329","MicroArray","DHX15","-3.175","-4.900","True"
"Huh7","","","E-MTAB-4570","MicroArray","SQOR","1.246","4.900","True"
"Bt483","4d","","GSE54329","MicroArray","EMP2","2.688","4.899","False"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","SGK1","-0.932","-4.899","False"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","RPL9","-0.669","-4.898","False"
"Huh7","","","E-MTAB-4570","MicroArray","SYTL5","-1.246","-4.898","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","TUBA1B","-0.693","-4.896","False"
"Hepg2","","","E-MTAB-4570","MicroArray","SQLE","-1.084","-4.895","True"
"Efm19","6d","","GSE54329","MicroArray","NIBAN1","0.767","4.895","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","NTN4","1.498","4.895","True"
"Bt483","4d","","GSE54329","MicroArray","ANXA6","2.686","4.895","False"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","GK","-0.932","-4.894","False"
"Zr751","4d","","GSE54329","MicroArray","DDIT4","0.836","4.893","True"
"Bt483","4d","","GSE54329","MicroArray","AKR7A2","2.685","4.893","False"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","OAZ1","-0.692","-4.892","False"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","CSRNP1","-3.115","-4.892","False"
"Mcf7","4d","","GSE54329","MicroArray","PFN1","-6.546","-4.891","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","MKI67","-1.714","-4.890","True"
"Mcf7","4d","","GSE54329","MicroArray","NACA","-6.544","-4.890","True"
"Mcf7","4d","","GSE54329","MicroArray","CHCHD2","-6.543","-4.889","True"
"Mcf7","4d","","GSE54329","MicroArray","PCBP1","-6.543","-4.889","True"
"T Cd4","3d","","GSE65621","RNASeq","RGS1","-0.939","-4.889","True"
"Bt483","5d","","GSE54329","MicroArray","GLRX","1.553","4.888","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","CPA4","1.092","4.887","False"
"Mcf7","5d","","GSE54329","MicroArray","SULF1","0.824","4.885","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","IFITM2","0.985","4.883","True"
"Macrophage","","","GSE123603","RNASeq","SH3PXD2B","0.821","4.882","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","NTN4","0.885","4.880","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","PBK","-1.764","-4.880","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","MCM10","-1.711","-4.880","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","PCNP","0.907","4.879","False"
"Bt483","5d","","GSE54329","MicroArray","SDCBP","1.551","4.878","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","LRRC32","1.651","4.878","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","CYP7A1","2.258","4.878","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","TPRN","1.026","4.878","True"
"Zr751","6d","","GSE54329","MicroArray","GDF15","-3.161","-4.877","True"
"Zr751","6d","","GSE54329","MicroArray","DPM1","-3.161","-4.877","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","AURKB","-1.763","-4.877","True"
"Mcf7","5d","","GSE54329","MicroArray","TPTE","0.823","4.877","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","OLFML3","-0.884","-4.876","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","UPK1B","1.339","4.874","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","NR0B2","-0.928","-4.874","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","SERPINA1","1.761","4.873","True"
"Bt483","4d","","GSE54329","MicroArray","AKR1B10","2.674","4.873","False"
"Macrophage","","","GSE123603","RNASeq","TREM2","-0.819","-4.873","True"
"Hepg2","","","E-MTAB-4570","MicroArray","ICAM1","1.079","4.872","True"
"Macrophage","","","GSE123603","RNASeq","TRAPPC6A","-0.819","-4.871","True"
"Dendritic","12h","","GSE45466","MicroArray","S100A9","0.400","4.870","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","FBXL20","0.905","4.869","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HPGD","1.760","4.869","True"
"Mcf7","4d","","GSE54329","MicroArray","RPL24","-6.517","-4.869","True"
